id,city,propertyType,displayAddress,price,priceQualifier,bedrooms,bathrooms,summary,propertyUrl,firstVisibleDate,addedOrReduced,listingUpdate,formattedBranchName,branchDisplayName,latitude,longitude,propertyImages
"87075705","Down","Retail Property (high street)","Church Square, Banbridge, BT32","£185,000","","","","2300 square foot Banbridge Town Centre Retail Space","https://www.rightmove.co.uk/properties/87075705#/?channel=COM_BUY","2025-01-21T12:08:01Z","","new","Marketed by The Good Estate Agent, National","","54.35171","-6.26538","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/114k/113974/87075705/113974_21488_IMG_00_0000_max_476x317.jpeg; https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/114k/113974/87075705/113974_21488_IMG_01_0000_max_476x317.jpeg; https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/114k/113974/87075705/113974_21488_IMG_02_0000_max_476x317.jpeg; https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/114k/113974/87075705/113974_21488_IMG_03_0000_max_476x317.jpeg; https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/114k/113974/87075705/113974_21488_IMG_04_0000_max_476x317.jpeg; https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/114k/113974/87075705/113974_21488_IMG_05_0000_max_476x317.jpeg"
