id,city,propertyType,displayAddress,price,priceQualifier,bedrooms,bathrooms,summary,propertyUrl,firstVisibleDate,addedOrReduced,listingUpdate,formattedBranchName,branchDisplayName,latitude,longitude,propertyImages
"169351817","Western Isles","Land","Land At Habost, South Lochs, Isle Of Lewis, HS2 9QB","POA","","","","The subjects comprise an unserviced site which is generally rectangular in shape presently laid in heath. We calculate that the site extends to 0.638 hectares/1.576 acres or thereby.","https://www.rightmove.co.uk/properties/169351817#/?channel=COM_LET","2025-11-14T14:55:52Z","","new","Marketed by Ryden LLP, Glasgow","","58.085018","-6.540168","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/288k/287999/169351817/287999_18621LH_IMG_01_0000_max_476x317.jpeg; https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/288k/287999/169351817/287999_18621LH_IMG_00_0000_max_476x317.jpeg"
"169350587","Western Isles","Office","Units 2, 5 & 6, Creed Court, Gleann Seileach Business Park, Stornoway, HS1 2QP","POA","","","","The premises comprise first floor office space within a modern purpose built office block. This first floor property provides an excellent standard of open plan office accommodation with raised access floors incorporating power and data communication infrastructure and suspended ceilings with ins...","https://www.rightmove.co.uk/properties/169350587#/?channel=COM_LET","2025-11-14T14:39:16Z","","new","Marketed by Ryden LLP, Glasgow","","58.220078","-6.401102","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/288k/287999/169350587/287999_18619LH_IMG_00_0000_max_476x317.jpeg; https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/288k/287999/169350587/287999_18619LH_IMG_01_0000_max_476x317.jpeg"
